"x_","y_","t_","id"
447363.657958433,4626791.49989813,2021-03-12 14:00:00,"A01"
447244.110166759,4626708.70527945,2021-03-12 15:00:00,"A01"
447214.665180072,4626367.68194501,2021-03-12 16:00:00,"A01"
447373.957454693,4626249.52641497,2021-03-12 17:00:00,"A01"
447409.625074838,4626486.16589713,2021-03-12 18:00:00,"A01"
447369.123078126,4626667.75889675,2021-03-12 19:00:00,"A01"
447243.437051331,4626732.75924554,2021-03-12 20:00:00,"A01"
447446.789560327,4626669.78143182,2021-03-12 21:00:00,"A01"
447517.910173233,4626774.24456648,2021-03-12 22:00:00,"A01"
447521.675302123,4626629.73402105,2021-03-12 23:00:00,"A01"
447490.418478253,4626507.08670162,2021-03-13,"A01"
447440.036405681,4626224.8252735,2021-03-13 01:00:00,"A01"
447369.376798125,4626304.59116526,2021-03-13 02:00:00,"A01"
447188.114935916,4626521.07587238,2021-03-13 03:00:00,"A01"
447111.83193688,4626392.73468629,2021-03-13 04:00:00,"A01"
447194.667260919,4626731.19601664,2021-03-13 05:00:00,"A01"
447365.922154591,4626762.15881555,2021-03-13 06:00:00,"A01"
447178.200871521,4626627.6933981,2021-03-13 07:00:00,"A01"
447306.943754421,4626581.39918073,2021-03-13 08:00:00,"A01"
447237.581572356,4626520.74042942,2021-03-13 09:00:00,"A01"
447186.956904538,4626693.25654059,2021-03-13 10:00:00,"A01"
447108.119569626,4626711.53971509,2021-03-13 11:00:00,"A01"
447307.440672081,4626669.20740571,2021-03-13 12:00:00,"A01"
447208.234671049,4626434.17085141,2021-03-13 13:00:00,"A01"
447319.124963961,4626231.83059186,2021-03-13 14:00:00,"A01"
447354.458524217,4626136.06708997,2021-03-13 15:00:00,"A01"
447379.028506146,4626216.68108862,2021-03-13 16:00:00,"A01"
447395.596743177,4626511.38701262,2021-03-13 17:00:00,"A01"
447312.808938988,4626457.72868638,2021-03-13 18:00:00,"A01"
447223.760995606,4626379.32469915,2021-03-13 19:00:00,"A01"
447242.250214366,4626039.31859261,2021-03-13 20:00:00,"A01"
447367.570950044,4625853.87783933,2021-03-13 21:00:00,"A01"
447283.266777231,4625812.48961277,2021-03-13 22:00:00,"A01"
447303.778305906,4625685.063497,2021-03-13 23:00:00,"A01"
447141.736702458,4625553.01510172,2021-03-14,"A01"
446776.992777386,4625513.38302527,2021-03-14 01:00:00,"A01"
446591.198519745,4625663.09883449,2021-03-14 03:00:00,"A01"
446668.333327374,4625817.82461756,2021-03-14 04:00:00,"A01"
446728.921806463,4625927.80521088,2021-03-14 05:00:00,"A01"
446686.633011652,4626037.61315502,2021-03-14 06:00:00,"A01"
446654.122772394,4626266.20135999,2021-03-14 07:00:00,"A01"
446617.08988375,4626620.16382165,2021-03-14 08:00:00,"A01"
446620.099833282,4626819.46759267,2021-03-14 09:00:00,"A01"
446487.575841288,4626764.66644199,2021-03-14 10:00:00,"A01"
446709.735133743,4626859.2329776,2021-03-14 11:00:00,"A01"
447093.217323127,4626834.11612873,2021-03-14 12:00:00,"A01"
447358.64541271,4626748.4388919,2021-03-14 13:00:00,"A01"
447301.994954003,4626836.37515624,2021-03-14 14:00:00,"A01"
447112.216392788,4626834.97379151,2021-03-14 15:00:00,"A01"
447443.879285583,4626665.22888355,2021-03-14 16:00:00,"A01"
447569.889275008,4626618.80200575,2021-03-14 17:00:00,"A01"
447319.857717084,4626718.9258496,2021-03-14 18:00:00,"A01"
447146.325933782,4626832.49716742,2021-03-14 19:00:00,"A01"
447038.743554673,4626604.37185019,2021-03-14 20:00:00,"A01"
446709.063518594,4626851.23798569,2021-03-14 21:00:00,"A01"
446591.275286011,4626747.10301534,2021-03-14 22:00:00,"A01"
446338.825267041,4626719.21599235,2021-03-14 23:00:00,"A01"
446315.214894153,4626513.41160882,2021-03-15,"A01"
446518.766309915,4626386.85759932,2021-03-15 01:00:00,"A01"
446712.782242638,4626222.4217796,2021-03-15 02:00:00,"A01"
447065.20359792,4626304.32080777,2021-03-15 03:00:00,"A01"
447355.824669229,4626624.4632904,2021-03-15 04:00:00,"A01"
447529.284890834,4626584.59161025,2021-03-15 05:00:00,"A01"
447446.001145372,4626511.67002254,2021-03-15 06:00:00,"A01"
447268.516741518,4626452.98239352,2021-03-15 07:00:00,"A01"
447112.892893562,4626342.26767522,2021-03-15 08:00:00,"A01"
447016.73238856,4626237.17301723,2021-03-15 09:00:00,"A01"
446934.298026073,4626320.38195384,2021-03-15 10:00:00,"A01"
446593.782809691,4626316.14464208,2021-03-15 11:00:00,"A01"
446526.332671579,4626452.78856539,2021-03-15 12:00:00,"A01"
446501.818653755,4626151.26795191,2021-03-15 13:00:00,"A01"
446656.4616772,4625869.02975627,2021-03-15 14:00:00,"A01"
446563.652862515,4626039.67258701,2021-03-15 15:00:00,"A01"
446860.897477018,4625935.09790339,2021-03-15 16:00:00,"A01"
446753.119799623,4625511.83559353,2021-03-15 17:00:00,"A01"
446663.182834582,4625574.79839057,2021-03-15 18:00:00,"A01"
446753.587370005,4625812.90643858,2021-03-15 19:00:00,"A01"
446687.698097457,4626218.29372295,2021-03-15 20:00:00,"A01"
446550.435326633,4626256.24287028,2021-03-15 21:00:00,"A01"
446426.358153811,4626212.35570044,2021-03-15 22:00:00,"A01"
446494.147320802,4625996.01495225,2021-03-15 23:00:00,"A01"
446392.667410895,4625750.63279145,2021-03-16,"A01"
446456.465194887,4625324.15446228,2021-03-16 01:00:00,"A01"
446713.404842396,4625523.74959348,2021-03-16 02:00:00,"A01"
446714.420384518,4625598.68978831,2021-03-16 03:00:00,"A01"
446390.921387076,4625703.74995824,2021-03-16 04:00:00,"A01"
446494.003579987,4626138.91043243,2021-03-16 05:00:00,"A01"
446718.914227141,4626269.36020653,2021-03-16 06:00:00,"A01"
446737.999300868,4626160.23081323,2021-03-16 07:00:00,"A01"
446636.044645682,4626103.0846617,2021-03-16 08:00:00,"A01"
446836.039966659,4625965.47510063,2021-03-16 09:00:00,"A01"
447039.195808955,4625998.11918737,2021-03-16 10:00:00,"A01"
447236.691932089,4626008.26815012,2021-03-16 11:00:00,"A01"
447390.41076164,4625890.01669566,2021-03-16 12:00:00,"A01"
447407.050936203,4625734.39776284,2021-03-16 13:00:00,"A01"
447365.87588886,4625468.01455624,2021-03-16 14:00:00,"A01"
447280.53781091,4625557.01041828,2021-03-16 15:00:00,"A01"
447571.009613026,4625432.50598479,2021-03-16 16:00:00,"A01"
447401.986256777,4625177.62811099,2021-03-16 17:00:00,"A01"
447559.485059744,4625035.85859574,2021-03-16 18:00:00,"A01"
447757.761444128,4625138.64173646,2021-03-16 19:00:00,"A01"
447842.416866322,4625225.97768368,2021-03-16 20:00:00,"A01"
447939.609703911,4625291.3668801,2021-03-16 21:00:00,"A01"
447494.424448011,4625025.18511633,2021-03-16 22:00:00,"A01"
447228.715081699,4625129.86950255,2021-03-16 23:00:00,"A01"
447306.814877037,4625480.66441799,2021-03-17,"A01"
447383.57869013,4625440.50473156,2021-03-17 01:00:00,"A01"
447398.109966889,4625341.39078623,2021-03-17 02:00:00,"A01"
447578.739179962,4625152.08673369,2021-03-17 03:00:00,"A01"
447461.460320011,4625043.33857185,2021-03-17 04:00:00,"A01"
447434.592727618,4624989.32458861,2021-03-17 05:00:00,"A01"
447270.719356299,4625212.34218592,2021-03-17 06:00:00,"A01"
447437.174516462,4625665.33321606,2021-03-17 07:00:00,"A01"
447375.312224799,4625821.8038916,2021-03-17 08:00:00,"A01"
447234.312020021,4625901.65093784,2021-03-17 09:00:00,"A01"
447068.870676914,4625854.79923975,2021-03-17 10:00:00,"A01"
446974.384036905,4626230.12938283,2021-03-17 11:00:00,"A01"
447235.599778302,4626444.12633666,2021-03-17 12:00:00,"A01"
447498.990334396,4626653.61578607,2021-03-17 13:00:00,"A01"
447328.544460342,4626892.05343137,2021-03-17 14:00:00,"A01"
447513.063143077,4626846.92525138,2021-03-17 15:00:00,"A01"
447482.704906573,4626535.2419553,2021-03-17 16:00:00,"A01"
447411.406137084,4626238.83380396,2021-03-17 17:00:00,"A01"
447414.476426283,4626057.65132993,2021-03-17 18:00:00,"A01"
447314.53511836,4625867.96571776,2021-03-17 19:00:00,"A01"
447451.762907335,4625673.43154888,2021-03-17 20:00:00,"A01"
447421.131025918,4625414.45854169,2021-03-17 21:00:00,"A01"
447129.119692824,4625359.48819693,2021-03-17 22:00:00,"A01"
447203.301740135,4625045.1082063,2021-03-17 23:00:00,"A01"
447302.129537775,4625067.56653849,2021-03-18,"A01"
447560.940985708,4625007.24082595,2021-03-18 01:00:00,"A01"
447744.677479821,4624993.41969148,2021-03-18 02:00:00,"A01"
447368.899421336,4625117.94959098,2021-03-18 03:00:00,"A01"
447230.962341256,4625249.75592534,2021-03-18 04:00:00,"A01"
446932.04227183,4625232.74597082,2021-03-18 05:00:00,"A01"
446872.905739897,4625281.93039165,2021-03-18 06:00:00,"A01"
446992.44649125,4625453.38570648,2021-03-18 07:00:00,"A01"
447076.395482477,4625484.13912955,2021-03-18 08:00:00,"A01"
447254.466861393,4625536.30734771,2021-03-18 09:00:00,"A01"
447461.320899334,4625128.0979957,2021-03-18 10:00:00,"A01"
447395.378771913,4625304.58409539,2021-03-18 11:00:00,"A01"
447339.404297026,4625606.04481708,2021-03-18 12:00:00,"A01"
447377.014083124,4625192.39681404,2021-03-18 13:00:00,"A01"
447333.986743551,4625105.08481396,2021-03-18 14:00:00,"A01"
447424.435832165,4624990.70079525,2021-03-18 15:00:00,"A01"
447500.830831879,4625063.64564762,2021-03-18 16:00:00,"A01"
447470.473320771,4625152.2701246,2021-03-18 17:00:00,"A01"
447474.511523126,4625311.08188371,2021-03-18 18:00:00,"A01"
447391.846297064,4625446.12287992,2021-03-18 19:00:00,"A01"
447379.159192462,4625364.54984061,2021-03-18 20:00:00,"A01"
447322.998726438,4625092.03568922,2021-03-18 21:00:00,"A01"
447383.910240373,4625045.59486111,2021-03-18 22:00:00,"A01"
447476.226337813,4625120.5912589,2021-03-18 23:00:00,"A01"
447524.029294529,4625015.83249222,2021-03-19,"A01"
447580.232546653,4625000.88548406,2021-03-19 01:00:00,"A01"
447465.612008714,4625174.99985714,2021-03-19 02:00:00,"A01"
447240.866048145,4625026.35322806,2021-03-19 03:00:00,"A01"
447405.72599899,4625047.43005077,2021-03-19 04:00:00,"A01"
447543.070105626,4625024.17860327,2021-03-19 05:00:00,"A01"
447425.252707535,4625111.17513864,2021-03-19 06:00:00,"A01"
447407.876661012,4625135.82669727,2021-03-19 07:00:00,"A01"
447412.218598858,4625293.9341942,2021-03-19 08:00:00,"A01"
447383.79074554,4625496.98591678,2021-03-19 09:00:00,"A01"
447415.909658826,4625662.22962523,2021-03-19 10:00:00,"A01"
447322.337148967,4625871.75141076,2021-03-19 11:00:00,"A01"
447142.287099606,4625990.40196759,2021-03-19 12:00:00,"A01"
447218.057805102,4625801.03670482,2021-03-19 13:00:00,"A01"
447389.865982777,4625757.71486134,2021-03-19 14:00:00,"A01"
447079.809312138,4625931.92552031,2021-03-19 15:00:00,"A01"
446788.970193523,4625998.03926121,2021-03-19 16:00:00,"A01"
446559.329881077,4625771.89615561,2021-03-19 17:00:00,"A01"
446534.712218586,4625627.08043314,2021-03-19 18:00:00,"A01"
446628.976390744,4625451.26977227,2021-03-19 19:00:00,"A01"
446498.486644437,4625571.90752884,2021-03-19 20:00:00,"A01"
446576.394755463,4625961.13100797,2021-03-19 21:00:00,"A01"
446862.127484893,4625504.89282964,2021-03-19 22:00:00,"A01"
446918.237861304,4625511.49026316,2021-03-19 23:00:00,"A01"
447256.515627308,4625397.58086812,2021-03-20,"A01"
447408.845572534,4625374.80897378,2021-03-20 01:00:00,"A01"
447619.106853264,4625274.19588916,2021-03-20 02:00:00,"A01"
447400.210401008,4625300.65131158,2021-03-20 03:00:00,"A01"
447214.257100539,4625604.5466942,2021-03-20 04:00:00,"A01"
447331.566362327,4625813.25326475,2021-03-20 05:00:00,"A01"
447100.469636999,4625816.31168952,2021-03-20 06:00:00,"A01"
446952.69662994,4625851.1543971,2021-03-20 07:00:00,"A01"
446763.404930872,4625931.59733426,2021-03-20 08:00:00,"A01"
446714.370405255,4625743.42585086,2021-03-20 09:00:00,"A01"
446770.40292389,4625562.84153056,2021-03-20 10:00:00,"A01"
446750.682095159,4625507.50252965,2021-03-20 11:00:00,"A01"
446583.10265952,4625366.60603256,2021-03-20 12:00:00,"A01"
446479.101002554,4625668.2407315,2021-03-20 13:00:00,"A01"
446872.739361343,4625923.90111852,2021-03-20 14:00:00,"A01"
446940.497614897,4625729.24470726,2021-03-20 15:00:00,"A01"
447024.15004482,4625669.53404841,2021-03-20 16:00:00,"A01"
446898.332067102,4625526.32223782,2021-03-20 17:00:00,"A01"
446746.044335037,4625506.13292404,2021-03-20 18:00:00,"A01"
446588.59323432,4625480.20283016,2021-03-20 19:00:00,"A01"
446584.043226764,4625399.32922309,2021-03-20 20:00:00,"A01"
446427.210432943,4625275.23334918,2021-03-20 21:00:00,"A01"
446350.271245651,4625148.78498424,2021-03-20 22:00:00,"A01"
446588.868626452,4625170.15372496,2021-03-20 23:00:00,"A01"
446750.455854507,4624990.59944288,2021-03-21,"A01"
446697.661235253,4625107.05632349,2021-03-21 01:00:00,"A01"
446792.911652115,4625379.66926332,2021-03-21 02:00:00,"A01"
446842.864785949,4625439.28284154,2021-03-21 03:00:00,"A01"
446933.057248732,4625519.10164729,2021-03-21 04:00:00,"A01"
447102.002717729,4625483.70373789,2021-03-21 05:00:00,"A01"
447160.581895965,4625334.22535836,2021-03-21 06:00:00,"A01"
447378.271055419,4625330.10651486,2021-03-21 07:00:00,"A01"
447491.171192215,4625297.44274843,2021-03-21 08:00:00,"A01"
447391.163461877,4625250.91732169,2021-03-21 09:00:00,"A01"
447362.447756098,4625080.38711962,2021-03-21 10:00:00,"A01"
447362.320950802,4625365.69582853,2021-03-21 11:00:00,"A01"
447396.892082214,4625545.48012628,2021-03-21 12:00:00,"A01"
447388.454956841,4625833.23102499,2021-03-21 13:00:00,"A01"
447364.857124595,4625940.1644138,2021-03-21 14:00:00,"A01"
447348.761874018,4626167.49700574,2021-03-21 15:00:00,"A01"
447189.674252307,4626328.45273056,2021-03-21 16:00:00,"A01"
446739.948706981,4626430.27963036,2021-03-21 17:00:00,"A01"
446699.894379254,4626311.65206606,2021-03-21 18:00:00,"A01"
446747.509226785,4625909.49022971,2021-03-21 19:00:00,"A01"
446644.709285605,4625599.13354263,2021-03-21 20:00:00,"A01"
446724.031434197,4625512.70797406,2021-03-21 21:00:00,"A01"
446837.415321346,4625835.97892922,2021-03-21 22:00:00,"A01"
446917.731279554,4626084.54718204,2021-03-21 23:00:00,"A01"
447141.122027789,4625802.49261659,2021-03-22,"A01"
447360.948311561,4625776.79504366,2021-03-22 01:00:00,"A01"
447389.440141327,4625904.60691813,2021-03-22 02:00:00,"A01"
447524.952419242,4626055.10234844,2021-03-22 03:00:00,"A01"
447259.718485666,4625870.44576176,2021-03-22 04:00:00,"A01"
447150.644007092,4626203.01915556,2021-03-22 05:00:00,"A01"
447139.339498978,4626424.68658419,2021-03-22 06:00:00,"A01"
447211.982869729,4626551.10717101,2021-03-22 07:00:00,"A01"
447380.995335348,4626378.85455728,2021-03-22 08:00:00,"A01"
447288.054594677,4626297.24936294,2021-03-22 09:00:00,"A01"
447210.329008999,4626136.05498689,2021-03-22 10:00:00,"A01"
447025.23241801,4626255.281998,2021-03-22 11:00:00,"A01"
446649.081270164,4626346.32765354,2021-03-22 12:00:00,"A01"
446523.314202134,4626669.79130174,2021-03-22 13:00:00,"A01"
446563.158525352,4626848.31319303,2021-03-22 14:00:00,"A01"
446767.615117505,4626801.08758094,2021-03-22 15:00:00,"A01"
446598.609063413,4626552.09397548,2021-03-22 16:00:00,"A01"
446465.425670915,4626270.00055698,2021-03-22 17:00:00,"A01"
446672.625703877,4625840.15475353,2021-03-22 18:00:00,"A01"
446538.680831948,4625738.11814885,2021-03-22 19:00:00,"A01"
446523.757011699,4626112.38473362,2021-03-22 20:00:00,"A01"
446758.942001604,4626219.20060681,2021-03-22 21:00:00,"A01"
446933.908834599,4626284.60498789,2021-03-22 22:00:00,"A01"
447222.669096431,4626150.16633918,2021-03-22 23:00:00,"A01"
447239.78965939,4626016.79263943,2021-03-23,"A01"
447317.664241092,4625870.60161392,2021-03-23 01:00:00,"A01"
447449.190788844,4625858.44061056,2021-03-23 02:00:00,"A01"
447348.53397999,4625536.8342892,2021-03-23 03:00:00,"A01"
447336.691547418,4625242.58053771,2021-03-23 04:00:00,"A01"
447347.539697215,4625075.58390527,2021-03-23 05:00:00,"A01"
447205.404381268,4625110.15331473,2021-03-23 06:00:00,"A01"
447422.370570072,4625107.63862693,2021-03-23 07:00:00,"A01"
447524.960380129,4625069.30750692,2021-03-23 08:00:00,"A01"
447794.507103937,4625052.45503207,2021-03-23 09:00:00,"A01"
447927.580553642,4625168.27021036,2021-03-23 10:00:00,"A01"
447574.932548532,4625063.27059718,2021-03-23 11:00:00,"A01"
447268.748178345,4625125.39483326,2021-03-23 12:00:00,"A01"
447179.862458899,4625597.90319019,2021-03-23 13:00:00,"A01"
446810.227533616,4625575.84263331,2021-03-23 14:00:00,"A01"
446582.929652336,4625510.61369837,2021-03-23 15:00:00,"A01"
446507.94873921,4625562.81660871,2021-03-23 16:00:00,"A01"
446701.327643183,4625683.09723512,2021-03-23 17:00:00,"A01"
446742.777969618,4625820.23850748,2021-03-23 18:00:00,"A01"
446742.377202061,4625992.69046007,2021-03-23 19:00:00,"A01"
446733.896330453,4626118.70275134,2021-03-23 20:00:00,"A01"
446474.312716094,4626175.62524913,2021-03-23 21:00:00,"A01"
446464.311317517,4626265.5393302,2021-03-23 22:00:00,"A01"
446518.006061879,4626922.05189475,2021-03-23 23:00:00,"A01"
446465.574125049,4626768.63890131,2021-03-24,"A01"
446701.436451101,4626649.47636074,2021-03-24 01:00:00,"A01"
447035.910975025,4626316.2376823,2021-03-24 02:00:00,"A01"
447102.036558976,4626363.24021664,2021-03-24 03:00:00,"A01"
447190.435909224,4626604.18422407,2021-03-24 04:00:00,"A01"
447391.465208959,4626551.15508726,2021-03-24 05:00:00,"A01"
447583.504772699,4626570.83191401,2021-03-24 06:00:00,"A01"
447570.048210165,4626708.23822806,2021-03-24 07:00:00,"A01"
447582.139719906,4626885.53256628,2021-03-24 08:00:00,"A01"
447540.782791411,4626971.02046229,2021-03-24 09:00:00,"A01"
447333.025174681,4626939.28497124,2021-03-24 10:00:00,"A01"
447153.658716264,4626944.8097432,2021-03-24 11:00:00,"A01"
447263.658425445,4626769.62336071,2021-03-24 12:00:00,"A01"
447428.268465365,4626604.59229002,2021-03-24 13:00:00,"A01"
447179.684673564,4626804.93871759,2021-03-24 14:00:00,"A01"
447215.605865966,4626958.97301831,2021-03-24 15:00:00,"A01"
447553.914908564,4626852.9467259,2021-03-24 16:00:00,"A01"
447682.778727647,4626727.36732166,2021-03-24 17:00:00,"A01"
447509.167778085,4626664.6460435,2021-03-24 18:00:00,"A01"
447373.128817393,4626848.68881162,2021-03-24 19:00:00,"A01"
447481.078133662,4626621.2511708,2021-03-24 20:00:00,"A01"
447530.207987118,4626478.47754298,2021-03-24 21:00:00,"A01"
447481.587986939,4626354.7618047,2021-03-24 22:00:00,"A01"
447260.860416293,4626085.85201824,2021-03-24 23:00:00,"A01"
447336.80059074,4625641.99270697,2021-03-25,"A01"
447209.093453758,4625523.39564702,2021-03-25 01:00:00,"A01"
446797.818234982,4625743.74119337,2021-03-25 02:00:00,"A01"
447175.604950439,4625778.30283066,2021-03-25 03:00:00,"A01"
447340.519060392,4625471.75756987,2021-03-25 04:00:00,"A01"
447361.219364021,4625316.69040755,2021-03-25 05:00:00,"A01"
447240.736526845,4625120.55857128,2021-03-25 06:00:00,"A01"
447224.88135515,4625320.87437129,2021-03-25 07:00:00,"A01"
446976.423583995,4625414.72853691,2021-03-25 08:00:00,"A01"
446890.154334309,4625355.59133163,2021-03-25 09:00:00,"A01"
446554.872202466,4625502.70582346,2021-03-25 10:00:00,"A01"
446455.828001443,4625670.32853788,2021-03-25 11:00:00,"A01"
446557.461411739,4625848.65274719,2021-03-25 12:00:00,"A01"
446462.803827669,4626134.25943406,2021-03-25 13:00:00,"A01"
446572.742260864,4626175.66799769,2021-03-25 14:00:00,"A01"
446524.947504443,4625989.98731482,2021-03-25 15:00:00,"A01"
446486.067749222,4625741.34404595,2021-03-25 16:00:00,"A01"
446670.988988224,4625947.87470022,2021-03-25 17:00:00,"A01"
446726.548384188,4626023.13744714,2021-03-25 18:00:00,"A01"
446803.872340242,4626137.8439201,2021-03-25 19:00:00,"A01"
446979.795848241,4626041.60372076,2021-03-25 20:00:00,"A01"
447328.221105167,4626013.35736456,2021-03-25 21:00:00,"A01"
447643.838707625,4626196.07314428,2021-03-25 22:00:00,"A01"
447528.63631217,4626040.88198022,2021-03-25 23:00:00,"A01"
447384.132596652,4625932.26417656,2021-03-26,"A01"
447524.008505046,4625717.57083551,2021-03-26 01:00:00,"A01"
447381.168414792,4626011.99677843,2021-03-26 02:00:00,"A01"
447404.024669819,4626112.47728679,2021-03-26 03:00:00,"A01"
447607.218461111,4626540.33953096,2021-03-26 04:00:00,"A01"
447332.590685936,4626650.77869615,2021-03-26 05:00:00,"A01"
447312.049959984,4626890.85928657,2021-03-26 06:00:00,"A01"
447252.777224453,4626740.90053552,2021-03-26 07:00:00,"A01"
447330.277281755,4626882.77688222,2021-03-26 08:00:00,"A01"
447413.028075511,4626729.57900804,2021-03-26 09:00:00,"A01"
447497.008489165,4626644.9901185,2021-03-26 10:00:00,"A01"
447468.989448529,4626406.47398476,2021-03-26 11:00:00,"A01"
447540.821464546,4626321.37526433,2021-03-26 12:00:00,"A01"
447262.555105635,4626173.38584121,2021-03-26 13:00:00,"A01"
447314.597371267,4626111.77628528,2021-03-26 14:00:00,"A01"
447266.349343874,4626449.01659633,2021-03-26 15:00:00,"A01"
447341.621515574,4626537.76928366,2021-03-26 16:00:00,"A01"
447551.648455265,4626447.87999431,2021-03-26 17:00:00,"A01"
447420.405883959,4626487.36739096,2021-03-26 18:00:00,"A01"
447470.344181184,4626700.56995214,2021-03-26 19:00:00,"A01"
447570.134928485,4626600.23308045,2021-03-26 20:00:00,"A01"
447474.437570269,4626430.11239822,2021-03-26 21:00:00,"A01"
447206.251115317,4626479.68289162,2021-03-26 22:00:00,"A01"
447320.250029152,4626559.76353209,2021-03-26 23:00:00,"A01"
447380.701647315,4626578.07755009,2021-03-27,"A01"
447382.312829141,4626391.26695001,2021-03-27 01:00:00,"A01"
447401.083631441,4626278.94587894,2021-03-27 02:00:00,"A01"
447282.666003797,4626159.24281802,2021-03-27 03:00:00,"A01"
447125.034586946,4626150.37942062,2021-03-27 04:00:00,"A01"
446802.755370585,4625952.04254069,2021-03-27 05:00:00,"A01"
446392.281536735,4625748.03379831,2021-03-27 06:00:00,"A01"
446637.605500931,4625782.57867333,2021-03-27 07:00:00,"A01"
446564.504581317,4625697.09473121,2021-03-27 08:00:00,"A01"
446480.281745072,4625835.48428026,2021-03-27 09:00:00,"A01"
446771.186027944,4625868.88306672,2021-03-27 10:00:00,"A01"
446623.575844429,4625877.58813138,2021-03-27 11:00:00,"A01"
446562.219762465,4626026.25639595,2021-03-27 12:00:00,"A01"
446731.205706694,4626167.61168062,2021-03-27 13:00:00,"A01"
446464.819674799,4626108.18960234,2021-03-27 14:00:00,"A01"
446295.699209382,4626195.86442183,2021-03-27 15:00:00,"A01"
446464.33283228,4626308.70263748,2021-03-27 16:00:00,"A01"
446545.010006079,4626441.78216893,2021-03-27 17:00:00,"A01"
446566.294843296,4626601.92887716,2021-03-27 18:00:00,"A01"
446376.062901667,4626603.4246115,2021-03-27 19:00:00,"A01"
446497.401916247,4626652.06338027,2021-03-27 20:00:00,"A01"
446647.149908694,4626724.75577944,2021-03-27 21:00:00,"A01"
446587.396809051,4626859.01348216,2021-03-27 22:00:00,"A01"
446586.284359032,4626734.28325743,2021-03-27 23:00:00,"A01"
446411.278924369,4626610.00709094,2021-03-28,"A01"
446768.311252131,4626032.08643137,2021-03-28 01:00:00,"A01"
446865.898676065,4625872.79354965,2021-03-28 02:00:00,"A01"
447204.355968314,4625716.29784356,2021-03-28 03:00:00,"A01"
447290.001834102,4625753.92062167,2021-03-28 04:00:00,"A01"
447418.318343582,4625560.59965338,2021-03-28 05:00:00,"A01"
447312.774195091,4625746.37923904,2021-03-28 06:00:00,"A01"
447335.832867306,4625523.94565567,2021-03-28 07:00:00,"A01"
447272.962175042,4625581.71780154,2021-03-28 08:00:00,"A01"
447174.549635733,4625861.11864073,2021-03-28 09:00:00,"A01"
447318.355216586,4626011.86022525,2021-03-28 10:00:00,"A01"
447344.618818653,4626143.93294797,2021-03-28 11:00:00,"A01"
447195.491547661,4625902.51275929,2021-03-28 12:00:00,"A01"
447101.48422349,4625724.62395373,2021-03-28 13:00:00,"A01"
447203.295702499,4625560.07956901,2021-03-28 14:00:00,"A01"
447391.912482271,4625558.19571322,2021-03-28 15:00:00,"A01"
447445.978161995,4625790.20332496,2021-03-28 16:00:00,"A01"
447168.439300242,4625865.33066613,2021-03-28 17:00:00,"A01"
447319.659557263,4625986.21230604,2021-03-28 18:00:00,"A01"
447249.506125459,4625844.23454417,2021-03-28 19:00:00,"A01"
447135.234159033,4625889.88878116,2021-03-28 20:00:00,"A01"
446785.592279059,4625444.37749214,2021-03-28 21:00:00,"A01"
446833.819775144,4625298.59470287,2021-03-28 22:00:00,"A01"
446819.315086293,4625344.0193584,2021-03-28 23:00:00,"A01"
446848.18158272,4625553.96568961,2021-03-29,"A01"
446590.49581975,4625614.0891174,2021-03-29 01:00:00,"A01"
446529.677753127,4625790.81775985,2021-03-29 02:00:00,"A01"
446498.999731825,4625492.96128541,2021-03-29 03:00:00,"A01"
446375.384982838,4625329.28442204,2021-03-29 04:00:00,"A01"
446530.854472565,4625743.68006537,2021-03-29 05:00:00,"A01"
446741.74401809,4625641.79087987,2021-03-29 06:00:00,"A01"
446660.31252367,4625245.4107882,2021-03-29 07:00:00,"A01"
446573.781277519,4625640.20601991,2021-03-29 08:00:00,"A01"
446722.489122383,4625671.86656257,2021-03-29 09:00:00,"A01"
446874.539651501,4625661.2846625,2021-03-29 10:00:00,"A01"
447246.095586289,4625735.95575274,2021-03-29 11:00:00,"A01"
447300.056962227,4625384.895293,2021-03-29 12:00:00,"A01"
447278.258550283,4625350.36379776,2021-03-29 13:00:00,"A01"
447391.627318971,4625255.0338266,2021-03-29 14:00:00,"A01"
447413.156359119,4625119.27051976,2021-03-29 15:00:00,"A01"
447241.754194896,4625059.28447703,2021-03-29 16:00:00,"A01"
447173.160652397,4625056.91849653,2021-03-29 17:00:00,"A01"
447198.52824132,4625136.38827679,2021-03-29 18:00:00,"A01"
447347.173086926,4625311.69454665,2021-03-29 19:00:00,"A01"
447078.304209199,4625168.71475248,2021-03-29 20:00:00,"A01"
446726.910120726,4625514.95871689,2021-03-29 21:00:00,"A01"
446657.950785954,4625657.11026513,2021-03-29 22:00:00,"A01"
446603.241399431,4625645.63748393,2021-03-29 23:00:00,"A01"
446520.570172998,4625614.3062818,2021-03-30,"A01"
446670.113762538,4625478.37759723,2021-03-30 01:00:00,"A01"
446646.700406342,4625286.11605073,2021-03-30 02:00:00,"A01"
446553.853681404,4625548.21876995,2021-03-30 03:00:00,"A01"
446494.776959077,4625696.22894643,2021-03-30 04:00:00,"A01"
446667.315367039,4625964.3975415,2021-03-30 05:00:00,"A01"
446753.225419403,4625776.42220327,2021-03-30 06:00:00,"A01"
446565.92583023,4625538.44080467,2021-03-30 07:00:00,"A01"
446437.750038214,4625394.65173224,2021-03-30 08:00:00,"A01"
446482.012538111,4625558.94674828,2021-03-30 09:00:00,"A01"
